Date,Visitor/Neutral,Home/Neutral
Sat Feb 29 2020,Golden State Warriors,Phoenix Suns
Sat Feb 29 2020,Orlando Magic,San Antonio Spurs
Sun Mar 1 2020,Milwaukee Bucks,Charlotte Hornets
Sun Mar 1 2020,Toronto Raptors,Denver Nuggets
Sun Mar 1 2020,Washington Wizards,Golden State Warriors
Sun Mar 1 2020,Philadelphia 76ers,Los Angeles Clippers
Sun Mar 1 2020,Dallas Mavericks,Minnesota Timberwolves
Sun Mar 1 2020,Los Angeles Lakers,New Orleans Pelicans
Sun Mar 1 2020,Detroit Pistons,Sacramento Kings
Mon Mar 2 2020,Memphis Grizzlies,Atlanta Hawks
Mon Mar 2 2020,Dallas Mavericks,Chicago Bulls
Mon Mar 2 2020,Utah Jazz,Cleveland Cavaliers
Mon Mar 2 2020,Milwaukee Bucks,Miami Heat
Mon Mar 2 2020,Houston Rockets,New York Knicks
Mon Mar 2 2020,Portland Trail Blazers,Orlando Magic
Mon Mar 2 2020,Indiana Pacers,San Antonio Spurs
Tue Mar 3 2020,Brooklyn Nets,Boston Celtics
Tue Mar 3 2020,San Antonio Spurs,Charlotte Hornets
Tue Mar 3 2020,Golden State Warriors,Denver Nuggets
Tue Mar 3 2020,Philadelphia 76ers,Los Angeles Lakers
Tue Mar 3 2020,Minnesota Timberwolves,New Orleans Pelicans
Tue Mar 3 2020,Los Angeles Clippers,Oklahoma City Thunder
Tue Mar 3 2020,Toronto Raptors,Phoenix Suns
Tue Mar 3 2020,Washington Wizards,Sacramento Kings
Wed Mar 4 2020,Memphis Grizzlies,Brooklyn Nets
Wed Mar 4 2020,Boston Celtics,Cleveland Cavaliers
Wed Mar 4 2020,New Orleans Pelicans,Dallas Mavericks
Wed Mar 4 2020,Oklahoma City Thunder,Detroit Pistons
Wed Mar 4 2020,Orlando Magic,Miami Heat
Wed Mar 4 2020,Indiana Pacers,Milwaukee Bucks
Wed Mar 4 2020,Chicago Bulls,Minnesota Timberwolves
Wed Mar 4 2020,Utah Jazz,New York Knicks
Wed Mar 4 2020,Washington Wizards,Portland Trail Blazers
Thu Mar 5 2020,Denver Nuggets,Charlotte Hornets
Thu Mar 5 2020,Toronto Raptors,Golden State Warriors
Thu Mar 5 2020,Los Angeles Clippers,Houston Rockets
Thu Mar 5 2020,Philadelphia 76ers,Sacramento Kings
Fri Mar 6 2020,Utah Jazz,Boston Celtics
Fri Mar 6 2020,San Antonio Spurs,Brooklyn Nets
Fri Mar 6 2020,Indiana Pacers,Chicago Bulls
Fri Mar 6 2020,Memphis Grizzlies,Dallas Mavericks
Fri Mar 6 2020,Milwaukee Bucks,Los Angeles Lakers
Fri Mar 6 2020,Orlando Magic,Minnesota Timberwolves
Fri Mar 6 2020,Miami Heat,New Orleans Pelicans
Fri Mar 6 2020,Oklahoma City Thunder,New York Knicks
Fri Mar 6 2020,Portland Trail Blazers,Phoenix Suns
Fri Mar 6 2020,Atlanta Hawks,Washington Wizards
Sat Mar 7 2020,Houston Rockets,Charlotte Hornets
Sat Mar 7 2020,Denver Nuggets,Cleveland Cavaliers
Sat Mar 7 2020,Utah Jazz,Detroit Pistons
Sat Mar 7 2020,Philadelphia 76ers,Golden State Warriors
Sat Mar 7 2020,Atlanta Hawks,Memphis Grizzlies
Sat Mar 7 2020,Sacramento Kings,Portland Trail Blazers
Sun Mar 8 2020,Oklahoma City Thunder,Boston Celtics
Sun Mar 8 2020,Chicago Bulls,Brooklyn Nets
Sun Mar 8 2020,San Antonio Spurs,Cleveland Cavaliers
Sun Mar 8 2020,Indiana Pacers,Dallas Mavericks
Sun Mar 8 2020,Orlando Magic,Houston Rockets
Sun Mar 8 2020,Los Angeles Lakers,Los Angeles Clippers
Sun Mar 8 2020,New Orleans Pelicans,Minnesota Timberwolves
Sun Mar 8 2020,Detroit Pistons,New York Knicks
Sun Mar 8 2020,Milwaukee Bucks,Phoenix Suns
Sun Mar 8 2020,Toronto Raptors,Sacramento Kings
Sun Mar 8 2020,Miami Heat,Washington Wizards
Mon Mar 9 2020,Charlotte Hornets,Atlanta Hawks
Mon Mar 9 2020,Milwaukee Bucks,Denver Nuggets
Mon Mar 9 2020,Toronto Raptors,Utah Jazz
Tue Mar 10 2020,Cleveland Cavaliers,Chicago Bulls
Tue Mar 10 2020,Los Angeles Clippers,Golden State Warriors
Tue Mar 10 2020,Minnesota Timberwolves,Houston Rockets
Tue Mar 10 2020,Boston Celtics,Indiana Pacers
Tue Mar 10 2020,Brooklyn Nets,Los Angeles Lakers
Tue Mar 10 2020,Orlando Magic,Memphis Grizzlies
Tue Mar 10 2020,Phoenix Suns,Portland Trail Blazers
Tue Mar 10 2020,Dallas Mavericks,San Antonio Spurs
Tue Mar 10 2020,New York Knicks,Washington Wizards
Wed Mar 11 2020,New York Knicks,Atlanta Hawks
Wed Mar 11 2020,Denver Nuggets,Dallas Mavericks
Wed Mar 11 2020,Charlotte Hornets,Miami Heat
Wed Mar 11 2020,Utah Jazz,Oklahoma City Thunder
Wed Mar 11 2020,Detroit Pistons,Philadelphia 76ers
Wed Mar 11 2020,New Orleans Pelicans,Sacramento Kings
Thu Mar 12 2020,Brooklyn Nets,Golden State Warriors
Thu Mar 12 2020,Houston Rockets,Los Angeles Lakers
Thu Mar 12 2020,Boston Celtics,Milwaukee Bucks
Thu Mar 12 2020,Chicago Bulls,Orlando Magic
Thu Mar 12 2020,Memphis Grizzlies,Portland Trail Blazers
Fri Mar 13 2020,Washington Wizards,Boston Celtics
Fri Mar 13 2020,Cleveland Cavaliers,Charlotte Hornets
Fri Mar 13 2020,Brooklyn Nets,Los Angeles Clippers
Fri Mar 13 2020,New York Knicks,Miami Heat
Fri Mar 13 2020,Minnesota Timberwolves,Oklahoma City Thunder
Fri Mar 13 2020,Denver Nuggets,San Antonio Spurs
Fri Mar 13 2020,New Orleans Pelicans,Utah Jazz
Sat Mar 14 2020,Cleveland Cavaliers,Atlanta Hawks
Sat Mar 14 2020,Phoenix Suns,Dallas Mavericks
Sat Mar 14 2020,New Orleans Pelicans,Los Angeles Clippers
Sat Mar 14 2020,Chicago Bulls,Miami Heat
Sat Mar 14 2020,Golden State Warriors,Milwaukee Bucks
Sat Mar 14 2020,Indiana Pacers,Philadelphia 76ers
Sat Mar 14 2020,Minnesota Timberwolves,San Antonio Spurs
Sat Mar 14 2020,Detroit Pistons,Toronto Raptors
Sat Mar 14 2020,Memphis Grizzlies,Utah Jazz
Sun Mar 15 2020,Boston Celtics,Chicago Bulls
Sun Mar 15 2020,Denver Nuggets,Los Angeles Lakers
Sun Mar 15 2020,Charlotte Hornets,Orlando Magic
Sun Mar 15 2020,Houston Rockets,Portland Trail Blazers
Sun Mar 15 2020,Brooklyn Nets,Sacramento Kings
Sun Mar 15 2020,Oklahoma City Thunder,Washington Wizards
Mon Mar 16 2020,Dallas Mavericks,Los Angeles Clippers
Mon Mar 16 2020,Miami Heat,Milwaukee Bucks
Mon Mar 16 2020,Atlanta Hawks,New Orleans Pelicans
Mon Mar 16 2020,Washington Wizards,Philadelphia 76ers
Mon Mar 16 2020,Memphis Grizzlies,San Antonio Spurs
Mon Mar 16 2020,Golden State Warriors,Toronto Raptors
Mon Mar 16 2020,Los Angeles Lakers,Utah Jazz
Tue Mar 17 2020,Orlando Magic,Detroit Pistons
Tue Mar 17 2020,Cleveland Cavaliers,Houston Rockets
Tue Mar 17 2020,Oklahoma City Thunder,Memphis Grizzlies
Tue Mar 17 2020,Charlotte Hornets,New York Knicks
Tue Mar 17 2020,Minnesota Timberwolves,Portland Trail Blazers
Tue Mar 17 2020,Dallas Mavericks,Sacramento Kings
Wed Mar 18 2020,Oklahoma City Thunder,Atlanta Hawks
Wed Mar 18 2020,New York Knicks,Boston Celtics
Wed Mar 18 2020,Washington Wizards,Brooklyn Nets
Wed Mar 18 2020,Miami Heat,Chicago Bulls
Wed Mar 18 2020,Los Angeles Clippers,Denver Nuggets
Wed Mar 18 2020,Golden State Warriors,Indiana Pacers
Wed Mar 18 2020,Utah Jazz,Los Angeles Lakers
Wed Mar 18 2020,San Antonio Spurs,New Orleans Pelicans
Wed Mar 18 2020,Toronto Raptors,Philadelphia 76ers
Wed Mar 18 2020,Minnesota Timberwolves,Phoenix Suns
Thu Mar 19 2020,Philadelphia 76ers,Charlotte Hornets
Thu Mar 19 2020,Sacramento Kings,Houston Rockets
Thu Mar 19 2020,Memphis Grizzlies,Milwaukee Bucks
Thu Mar 19 2020,Cleveland Cavaliers,Orlando Magic
Thu Mar 19 2020,Dallas Mavericks,Portland Trail Blazers
Fri Mar 20 2020,Washington Wizards,Atlanta Hawks
Fri Mar 20 2020,Golden State Warriors,Detroit Pistons
Fri Mar 20 2020,Miami Heat,Indiana Pacers
Fri Mar 20 2020,Phoenix Suns,Los Angeles Clippers
Fri Mar 20 2020,Denver Nuggets,Oklahoma City Thunder
Fri Mar 20 2020,Chicago Bulls,San Antonio Spurs
Fri Mar 20 2020,Boston Celtics,Toronto Raptors
Fri Mar 20 2020,Minnesota Timberwolves,Utah Jazz
Sat Mar 21 2020,Boston Celtics,Brooklyn Nets
Sat Mar 21 2020,Los Angeles Lakers,Charlotte Hornets
Sat Mar 21 2020,Chicago Bulls,Houston Rockets
Sat Mar 21 2020,Cleveland Cavaliers,Indiana Pacers
Sat Mar 21 2020,New Orleans Pelicans,Memphis Grizzlies
Sat Mar 21 2020,Golden State Warriors,New York Knicks
Sat Mar 21 2020,Sacramento Kings,Orlando Magic
Sat Mar 21 2020,Atlanta Hawks,Philadelphia 76ers
Sat Mar 21 2020,Dallas Mavericks,Phoenix Suns
Sat Mar 21 2020,Milwaukee Bucks,Washington Wizards
Sun Mar 22 2020,Los Angeles Lakers,Detroit Pistons
Sun Mar 22 2020,Portland Trail Blazers,Minnesota Timberwolves
Sun Mar 22 2020,Sacramento Kings,New Orleans Pelicans
Sun Mar 22 2020,Utah Jazz,San Antonio Spurs
Sun Mar 22 2020,Denver Nuggets,Toronto Raptors
Mon Mar 23 2020,Orlando Magic,Brooklyn Nets
Mon Mar 23 2020,Denver Nuggets,Chicago Bulls
Mon Mar 23 2020,Houston Rockets,Dallas Mavericks
Mon Mar 23 2020,Phoenix Suns,Indiana Pacers
Mon Mar 23 2020,Oklahoma City Thunder,Miami Heat
Mon Mar 23 2020,Detroit Pistons,Milwaukee Bucks
Mon Mar 23 2020,Los Angeles Clippers,New York Knicks
Mon Mar 23 2020,Boston Celtics,Washington Wizards
Tue Mar 24 2020,Portland Trail Blazers,Charlotte Hornets
Tue Mar 24 2020,Sacramento Kings,Cleveland Cavaliers
Tue Mar 24 2020,Philadelphia 76ers,Minnesota Timberwolves
Tue Mar 24 2020,Memphis Grizzlies,New Orleans Pelicans
Tue Mar 24 2020,Los Angeles Lakers,Toronto Raptors
Tue Mar 24 2020,San Antonio Spurs,Utah Jazz
Wed Mar 25 2020,Los Angeles Clippers,Brooklyn Nets
Wed Mar 25 2020,Portland Trail Blazers,Detroit Pistons
Wed Mar 25 2020,Atlanta Hawks,Golden State Warriors
Wed Mar 25 2020,Boston Celtics,Memphis Grizzlies
Wed Mar 25 2020,Denver Nuggets,Miami Heat
Wed Mar 25 2020,Houston Rockets,Milwaukee Bucks
Wed Mar 25 2020,Toronto Raptors,New York Knicks
Wed Mar 25 2020,Indiana Pacers,Orlando Magic
Wed Mar 25 2020,Phoenix Suns,Washington Wizards
Thu Mar 26 2020,Philadelphia 76ers,Chicago Bulls
Thu Mar 26 2020,Los Angeles Lakers,Cleveland Cavaliers
Thu Mar 26 2020,Utah Jazz,Dallas Mavericks
Thu Mar 26 2020,San Antonio Spurs,Minnesota Timberwolves
Thu Mar 26 2020,Charlotte Hornets,Oklahoma City Thunder
Thu Mar 26 2020,Atlanta Hawks,Sacramento Kings
Fri Mar 27 2020,Portland Trail Blazers,Boston Celtics
Fri Mar 27 2020,San Antonio Spurs,Denver Nuggets
Fri Mar 27 2020,Los Angeles Clippers,Detroit Pistons
Fri Mar 27 2020,Houston Rockets,Indiana Pacers
Fri Mar 27 2020,Washington Wizards,Milwaukee Bucks
Fri Mar 27 2020,New York Knicks,New Orleans Pelicans
Fri Mar 27 2020,Brooklyn Nets,Orlando Magic
Fri Mar 27 2020,Phoenix Suns,Philadelphia 76ers
Sat Mar 28 2020,Cleveland Cavaliers,Brooklyn Nets
Sat Mar 28 2020,New York Knicks,Chicago Bulls
Sat Mar 28 2020,Los Angeles Clippers,Charlotte Hornets
Sat Mar 28 2020,Oklahoma City Thunder,Golden State Warriors
Sat Mar 28 2020,Toronto Raptors,Memphis Grizzlies
Sat Mar 28 2020,Phoenix Suns,Miami Heat
Sat Mar 28 2020,Atlanta Hawks,Utah Jazz
Sat Mar 28 2020,Los Angeles Lakers,Washington Wizards
Sun Mar 29 2020,Minnesota Timberwolves,Boston Celtics
Sun Mar 29 2020,Milwaukee Bucks,Dallas Mavericks
Sun Mar 29 2020,Houston Rockets,Detroit Pistons
Sun Mar 29 2020,San Antonio Spurs,Golden State Warriors
Sun Mar 29 2020,New Orleans Pelicans,Orlando Magic
Sun Mar 29 2020,Portland Trail Blazers,Philadelphia 76ers
Sun Mar 29 2020,Indiana Pacers,Sacramento Kings
Mon Mar 30 2020,Portland Trail Blazers,Brooklyn Nets
Mon Mar 30 2020,Miami Heat,Charlotte Hornets
Mon Mar 30 2020,Phoenix Suns,Cleveland Cavaliers
Mon Mar 30 2020,Oklahoma City Thunder,Denver Nuggets
Mon Mar 30 2020,Indiana Pacers,Los Angeles Clippers
Mon Mar 30 2020,Los Angeles Lakers,Minnesota Timberwolves
Mon Mar 30 2020,Memphis Grizzlies,Toronto Raptors
Mon Mar 30 2020,Chicago Bulls,Utah Jazz
Tue Mar 31 2020,New Orleans Pelicans,Atlanta Hawks
Tue Mar 31 2020,Denver Nuggets,Golden State Warriors
Tue Mar 31 2020,Houston Rockets,Philadelphia 76ers
Tue Mar 31 2020,San Antonio Spurs,Sacramento Kings
Wed Apr 1 2020,Miami Heat,Boston Celtics
Wed Apr 1 2020,Detroit Pistons,Brooklyn Nets
Wed Apr 1 2020,Indiana Pacers,Los Angeles Lakers
Wed Apr 1 2020,New York Knicks,Memphis Grizzlies
Wed Apr 1 2020,Toronto Raptors,Milwaukee Bucks
Wed Apr 1 2020,Dallas Mavericks,Minnesota Timberwolves
Wed Apr 1 2020,Phoenix Suns,Oklahoma City Thunder
Wed Apr 1 2020,Charlotte Hornets,Orlando Magic
Wed Apr 1 2020,Cleveland Cavaliers,Utah Jazz
Wed Apr 1 2020,New Orleans Pelicans,Washington Wizards
Thu Apr 2 2020,Golden State Warriors,Houston Rockets
Thu Apr 2 2020,Utah Jazz,Portland Trail Blazers
Thu Apr 2 2020,Los Angeles Clippers,Sacramento Kings
Fri Apr 3 2020,Charlotte Hornets,Atlanta Hawks
Fri Apr 3 2020,Orlando Magic,Boston Celtics
Fri Apr 3 2020,Chicago Bulls,Denver Nuggets
Fri Apr 3 2020,Miami Heat,Detroit Pistons
Fri Apr 3 2020,Brooklyn Nets,Indiana Pacers
Fri Apr 3 2020,Dallas Mavericks,Memphis Grizzlies
Fri Apr 3 2020,Minnesota Timberwolves,New York Knicks
Fri Apr 3 2020,Cleveland Cavaliers,Phoenix Suns
Fri Apr 3 2020,Golden State Warriors,San Antonio Spurs
Fri Apr 3 2020,Milwaukee Bucks,Toronto Raptors
Fri Apr 3 2020,Philadelphia 76ers,Washington Wizards
Sat Apr 4 2020,Oklahoma City Thunder,Los Angeles Clippers
Sat Apr 4 2020,Los Angeles Lakers,Sacramento Kings
Sun Apr 5 2020,Milwaukee Bucks,Boston Celtics
Sun Apr 5 2020,Dallas Mavericks,Brooklyn Nets
Sun Apr 5 2020,Atlanta Hawks,Charlotte Hornets
Sun Apr 5 2020,Utah Jazz,Denver Nuggets
Sun Apr 5 2020,Toronto Raptors,Houston Rockets
Sun Apr 5 2020,Washington Wizards,Indiana Pacers
Sun Apr 5 2020,Oklahoma City Thunder,Los Angeles Lakers
Sun Apr 5 2020,Detroit Pistons,Minnesota Timberwolves
Sun Apr 5 2020,Miami Heat,New York Knicks
Sun Apr 5 2020,Orlando Magic,Philadelphia 76ers
Sun Apr 5 2020,Chicago Bulls,Phoenix Suns
Sun Apr 5 2020,Memphis Grizzlies,Portland Trail Blazers
Sun Apr 5 2020,Cleveland Cavaliers,Sacramento Kings
Sun Apr 5 2020,New Orleans Pelicans,San Antonio Spurs
Mon Apr 6 2020,,
Tue Apr 7 2020,Detroit Pistons,Atlanta Hawks
Tue Apr 7 2020,Houston Rockets,Dallas Mavericks
Tue Apr 7 2020,Memphis Grizzlies,Denver Nuggets
Tue Apr 7 2020,Chicago Bulls,Los Angeles Lakers
Tue Apr 7 2020,Indiana Pacers,Miami Heat
Tue Apr 7 2020,Phoenix Suns,Minnesota Timberwolves
Tue Apr 7 2020,Charlotte Hornets,New Orleans Pelicans
Tue Apr 7 2020,Brooklyn Nets,Oklahoma City Thunder
Tue Apr 7 2020,Milwaukee Bucks,Philadelphia 76ers
Tue Apr 7 2020,Cleveland Cavaliers,Portland Trail Blazers
Tue Apr 7 2020,Sacramento Kings,San Antonio Spurs
Tue Apr 7 2020,Los Angeles Clippers,Utah Jazz
Tue Apr 7 2020,Toronto Raptors,Washington Wizards
Wed Apr 8 2020,Indiana Pacers,Boston Celtics
Wed Apr 8 2020,Toronto Raptors,Charlotte Hornets
Wed Apr 8 2020,Cleveland Cavaliers,Golden State Warriors
Wed Apr 8 2020,San Antonio Spurs,Houston Rockets
Wed Apr 8 2020,Chicago Bulls,Los Angeles Clippers
Wed Apr 8 2020,Orlando Magic,New York Knicks
Thu Apr 9 2020,Golden State Warriors,Los Angeles Lakers
Thu Apr 9 2020,Detroit Pistons,Miami Heat
Thu Apr 9 2020,Brooklyn Nets,Milwaukee Bucks
Thu Apr 9 2020,Sacramento Kings,Minnesota Timberwolves
Thu Apr 9 2020,Phoenix Suns,New Orleans Pelicans
Thu Apr 9 2020,Denver Nuggets,Portland Trail Blazers
Fri Apr 10 2020,Washington Wizards,Houston Rockets
Fri Apr 10 2020,New York Knicks,Oklahoma City Thunder
Fri Apr 10 2020,Boston Celtics,Orlando Magic
Fri Apr 10 2020,Philadelphia 76ers,San Antonio Spurs
Fri Apr 10 2020,Atlanta Hawks,Toronto Raptors
Sat Apr 11 2020,Brooklyn Nets,Chicago Bulls
Sat Apr 11 2020,Washington Wizards,Charlotte Hornets
Sat Apr 11 2020,Milwaukee Bucks,Cleveland Cavaliers
Sat Apr 11 2020,Detroit Pistons,Dallas Mavericks
Sat Apr 11 2020,Sacramento Kings,Denver Nuggets
Sat Apr 11 2020,Orlando Magic,Indiana Pacers
Sat Apr 11 2020,Golden State Warriors,Los Angeles Clippers
Sat Apr 11 2020,Oklahoma City Thunder,Memphis Grizzlies
Sat Apr 11 2020,Boston Celtics,Miami Heat
Sat Apr 11 2020,Philadelphia 76ers,New Orleans Pelicans
Sat Apr 11 2020,Utah Jazz,Phoenix Suns
Sun Apr 12 2020,Minnesota Timberwolves,Los Angeles Lakers
Sun Apr 12 2020,Atlanta Hawks,Milwaukee Bucks
Sun Apr 12 2020,Houston Rockets,San Antonio Spurs
Sun Apr 12 2020,New York Knicks,Toronto Raptors
Mon Apr 13 2020,Orlando Magic,Chicago Bulls
Mon Apr 13 2020,Miami Heat,Charlotte Hornets
Mon Apr 13 2020,Brooklyn Nets,Cleveland Cavaliers
Mon Apr 13 2020,Dallas Mavericks,Denver Nuggets
Mon Apr 13 2020,Boston Celtics,Detroit Pistons
Mon Apr 13 2020,Portland Trail Blazers,Golden State Warriors
Mon Apr 13 2020,Phoenix Suns,Houston Rockets
Mon Apr 13 2020,San Antonio Spurs,Indiana Pacers
Mon Apr 13 2020,Minnesota Timberwolves,Los Angeles Clippers
Mon Apr 13 2020,Philadelphia 76ers,Memphis Grizzlies
Mon Apr 13 2020,Washington Wizards,New Orleans Pelicans
Mon Apr 13 2020,Utah Jazz,Oklahoma City Thunder
Tue Apr 14 2020,Sacramento Kings,Los Angeles Lakers
Tue Apr 14 2020,Toronto Raptors,Miami Heat
Tue Apr 14 2020,Detroit Pistons,New York Knicks
Tue Apr 14 2020,Denver Nuggets,Utah Jazz
Wed Apr 15 2020,Cleveland Cavaliers,Atlanta Hawks
Wed Apr 15 2020,Chicago Bulls,Boston Celtics
Wed Apr 15 2020,Milwaukee Bucks,Brooklyn Nets
Wed Apr 15 2020,Oklahoma City Thunder,Dallas Mavericks
Wed Apr 15 2020,Memphis Grizzlies,Houston Rockets
Wed Apr 15 2020,New York Knicks,Minnesota Timberwolves
Wed Apr 15 2020,Toronto Raptors,Orlando Magic
Wed Apr 15 2020,Charlotte Hornets,Philadelphia 76ers
Wed Apr 15 2020,Los Angeles Lakers,Phoenix Suns
Wed Apr 15 2020,Los Angeles Clippers,Portland Trail Blazers
Wed Apr 15 2020,Golden State Warriors,Sacramento Kings
Wed Apr 15 2020,New Orleans Pelicans,San Antonio Spurs
Wed Apr 15 2020,Indiana Pacers,Washington Wizards
Mon,,
